Name,Country,Industry,Is_AI_Startup,Revenue Year 1,Revenue Year 2,Revenue Year 3,Growth_Y1_to_Y2,Growth_Y2_to_Y3,Total_Growth_3Year,Innovation_Speed_Score,Current Status,Status_Score,Competitive_Advantage_Score,Startup_Age_Years,High_Advantage
NextGen AI/ML Flow 313,USA,AI/ML,1,405.0,953.0,3.8,135.30864197530866,-99.60125918153201,-99.06172839506172,17.853691396888323,Successful,2,1.0112871287128713,14,0
Elite PropTech Hub 314,India,PropTech,0,404.0,1.4,10.5,-99.65346534653466,650.0,-97.4009900990099,200.17326732673268,Successful,2,1.0311881188118812,10,1
Smart PropTech Wave 315,UAE,PropTech,0,383.0,1.4,8.3,-99.63446475195823,492.8571428571429,-97.83289817232375,196.6113390525923,Successful,2,1.0246534653465347,12,1
Core Cybersecurity Technologies 316,UK,Cybersecurity,0,62.0,1.1,11.4,-98.2258064516129,936.3636363636364,-81.61290322580645,200.88709677419354,Successful,2,1.033861386138614,3,1
NextGen Logistics Flow 317,UK,Logistics,0,72.0,1.7,6.8,-97.63888888888889,300.0,-90.55555555555556,101.18055555555556,Successful,2,1.0201980198019802,4,1
Elite BioTech Flow 318,Australia,BioTech,0,212.0,607.0,5.6,186.32075471698113,-99.07742998352553,-97.35849056603773,43.6216623667278,Successful,2,1.0166336633663366,10,1
Apex SaaS Technologies 319,UAE,SaaS,0,465.0,1.1,5.3,-99.76344086021504,381.8181818181817,-98.86021505376344,141.02737047898333,Acquired,1,0.5157425742574258,11,0
NextGen FinTech Systems 320,USA,FinTech,0,453.0,1.1,12.9,-99.75717439293598,1072.7272727272727,-97.1523178807947,200.121412803532,Acquired,1,0.5383168316831684,11,0
Apex Cybersecurity Solutions 321,UAE,Cybersecurity,0,200.0,1.5,14.9,-99.25,893.3333333333334,-92.55,200.375,Successful,2,1.0442574257425743,14,1
Smart EdTech Point 322,India,EdTech,0,115.0,1.8,2.7,-98.43478260869566,50.000000000000014,-97.65217391304347,-24.21739130434782,Acquired,1,0.508019801980198,14,0
Apex Logistics Solutions 323,France,Logistics,0,107.0,1.9,4.0,-98.22429906542055,110.5263157894737,-96.26168224299066,6.151008362026573,Successful,2,1.011881188118812,7,0
Smart FinTech Network 324,Canada,FinTech,0,154.0,858.0,12.3,457.1428571428571,-98.56643356643357,-92.012987012987,179.28821178821175,Successful,2,1.0365346534653466,10,1
Smart FinTech Nexus 325,UAE,FinTech,0,132.0,1.1,13.8,-99.16666666666667,1154.5454545454545,-89.54545454545455,200.41666666666666,Failed,0,0.04099009900990099,8,0
Apex SaaS Wave 326,Singapore,SaaS,0,337.0,1.5,11.5,-99.55489614243324,666.6666666666667,-96.58753709198812,200.2225519287834,Successful,2,1.0341584158415842,13,1
Quantum E-commerce Solutions 327,South Korea,E-commerce,0,174.0,1.5,3.5,-99.13793103448276,133.33333333333331,-97.98850574712644,17.097701149425276,Failed,0,0.010396039603960397,9,0
Smart FinTech Labs 328,Singapore,FinTech,0,107.0,1.6,3.6,-98.50467289719627,125.0,-96.6355140186916,13.247663551401864,Acquired,1,0.5106930693069307,11,0
Prime AgriTech Hub 329,Germany,AgriTech,0,95.0,1.2,6.7,-98.73684210526315,458.33333333333337,-92.94736842105263,179.79824561403512,Successful,2,1.01990099009901,14,1
Apex AI/ML Technologies 330,Australia,AI/ML,1,234.0,504.0,12.6,115.38461538461537,-97.5,-94.61538461538461,8.942307692307686,Successful,2,1.0374257425742575,12,1
Elite Logistics Flow 331,South Korea,Logistics,0,110.0,357.0,8.5,224.54545454545456,-97.61904761904762,-92.27272727272727,63.46320346320347,Successful,2,1.0252475247524753,6,1
Elite FinTech Solutions 332,Australia,FinTech,0,198.0,1.5,1.6,-99.24242424242425,6.666666666666672,-99.1919191919192,-46.28787878787879,Successful,2,1.0047524752475248,5,0
Nova BioTech Hub 333,Canada,BioTech,0,465.0,1.7,10.4,-99.63440860215054,511.764705882353,-97.76344086021506,200.18279569892474,Successful,2,1.030891089108911,7,1
NextGen FinTech Flow 334,India,FinTech,0,106.0,1.0,13.6,-99.05660377358491,1260.0,-87.16981132075472,200.47169811320754,Successful,2,1.0403960396039604,5,1
Core Cybersecurity Network 335,Japan,Cybersecurity,0,225.0,259.0,2.4,15.11111111111111,-99.07335907335909,-98.93333333333332,-41.981123981123986,Successful,2,1.0071287128712871,6,0
Core FinTech Hub 336,Israel,FinTech,0,289.0,1.3,11.2,-99.55017301038062,761.5384615384614,-96.12456747404845,200.2249134948097,Failed,0,0.03326732673267326,11,0
Core Logistics Flow 337,USA,Logistics,0,408.0,1.3,2.7,-99.68137254901961,107.69230769230771,-99.33823529411765,4.005467571644047,Failed,0,0.00801980198019802,9,0
Nova EdTech Flow 338,Singapore,EdTech,0,18.0,968.0,14.4,5277.777777777778,-98.51239669421487,-20.0,200.74380165289256,Failed,0,0.042772277227722776,13,0
Smart CleanTech Systems 339,Israel,CleanTech,0,467.0,135.0,4.0,-71.09207708779444,-97.03703703703704,-99.14346895074947,-84.06455706241573,Successful,2,1.011881188118812,4,0
NextGen SaaS Flow 340,Israel,SaaS,0,493.0,404.0,10.8,-18.052738336713997,-97.32673267326733,-97.80933062880325,-57.689735504990665,Successful,2,1.032079207920792,10,1
Quantum EdTech Systems 341,Japan,EdTech,0,316.0,1.8,14.2,-99.43037974683544,688.8888888888888,-95.50632911392405,200.28481012658227,Acquired,1,0.5421782178217822,6,0
Elite E-commerce Network 342,UK,E-commerce,0,445.0,1.3,4.3,-99.70786516853933,230.76923076923075,-99.03370786516854,65.53068280034572,Successful,2,1.0127722772277228,12,0
NextGen E-commerce Wave 343,Singapore,E-commerce,0,275.0,193.0,6.4,-29.818181818181817,-96.6839378238342,-97.67272727272727,-63.251059821008006,Acquired,1,0.519009900990099,3,0
Core EdTech Wave 344,Australia,EdTech,0,449.0,1.3,7.6,-99.71046770601336,484.6153846153846,-98.30734966592428,192.4524584546856,Failed,0,0.022574257425742573,8,0
Smart PropTech Hub 345,UK,PropTech,0,415.0,1.2,10.2,-99.71084337349397,750.0,-97.54216867469879,200.14457831325302,Failed,0,0.030297029702970293,10,0
NextGen Cybersecurity Flow 346,France,Cybersecurity,0,321.0,1.6,11.1,-99.50155763239876,593.75,-96.54205607476635,200.2492211838006,Successful,2,1.032970297029703,7,1
Nova PropTech Systems 347,India,PropTech,0,477.0,1.8,5.4,-99.62264150943396,200.00000000000006,-98.86792452830188,50.18867924528305,Acquired,1,0.516039603960396,8,0
Quantum CleanTech Network 348,France,CleanTech,0,139.0,997.0,13.2,617.2661870503597,-98.67602808425275,-90.50359712230215,200.66198595787364,Failed,0,0.03920792079207921,9,0
Core EdTech Network 349,Japan,EdTech,0,88.0,764.0,5.2,768.1818181818181,-99.31937172774869,-94.0909090909091,200.34031413612564,Successful,2,1.0154455445544555,7,1
NextGen AI/ML Solutions 350,France,AI/ML,1,364.0,261.0,9.1,-28.296703296703296,-96.51340996168582,-97.5,-62.40505662919456,Successful,2,1.027029702970297,11,1
Global CleanTech Nexus 351,UK,CleanTech,0,448.0,1.8,8.4,-99.59821428571428,366.6666666666667,-98.125,133.5342261904762,Successful,2,1.024950495049505,10,1
Zenith AI/ML Systems 352,USA,AI/ML,1,273.0,1.3,12.1,-99.52380952380952,830.7692307692307,-95.56776556776556,200.23809523809524,Successful,2,1.035940594059406,13,1
Nova EdTech Solutions 353,Australia,EdTech,0,351.0,2.0,3.2,-99.43019943019942,60.00000000000001,-99.08831908831908,-19.715099715099708,Successful,2,1.0095049504950495,10,0
Smart BioTech Labs 354,Canada,BioTech,0,396.0,1.6,9.0,-99.5959595959596,462.5,-97.72727272727273,181.4520202020202,Successful,2,1.0267326732673268,11,1
NextGen SaaS Labs 355,Japan,SaaS,0,472.0,658.0,6.0,39.40677966101695,-99.08814589665653,-98.72881355932203,-29.84068311781979,Successful,2,1.0178217821782178,7,1
Smart E-commerce Solutions 356,UAE,E-commerce,0,409.0,176.0,12.4,-56.96821515892421,-92.95454545454545,-96.96821515892421,-74.96138030673484,Successful,2,1.0368316831683169,13,1
Prime E-commerce Nexus 357,Israel,E-commerce,0,154.0,129.0,11.6,-16.233766233766232,-91.00775193798451,-92.46753246753248,-53.62075908587537,Successful,2,1.0344554455445545,13,1
Nova AI/ML Flow 358,Singapore,AI/ML,1,390.0,1.0,12.2,-99.74358974358975,1120.0,-96.87179487179488,200.12820512820514,Acquired,1,0.5362376237623763,8,0
Global BioTech Systems 359,UK,BioTech,0,254.0,1.2,12.7,-99.52755905511812,958.3333333333334,-95.0,200.23622047244095,Successful,2,1.0377227722772278,12,1
Prime BioTech Wave 360,South Korea,BioTech,0,470.0,1.9,9.0,-99.59574468085107,373.6842105263158,-98.08510638297872,137.04423292273236,Successful,2,1.0267326732673268,5,1
Global E-commerce Hub 361,Singapore,E-commerce,0,106.0,251.0,2.6,136.7924528301887,-98.96414342629483,-97.54716981132076,18.914154701946934,Acquired,1,0.5077227722772277,6,0
Prime AI/ML Nexus 362,France,AI/ML,1,414.0,693.0,5.0,67.3913043478261,-99.27849927849928,-98.79227053140096,-15.943597465336595,Successful,2,1.0148514851485149,11,1
Prime BioTech Flow 363,Brazil,BioTech,0,7.0,535.0,11.9,7542.857142857143,-97.77570093457945,70.0,201.11214953271028,Acquired,1,0.6053465346534653,9,0
Smart SaaS Network 364,Brazil,SaaS,0,91.0,119.0,2.1,30.76923076923077,-98.23529411764707,-97.69230769230771,-33.73303167420815,Successful,2,1.0062376237623762,6,0
Nova E-commerce Labs 365,Brazil,E-commerce,0,252.0,749.0,12.0,197.22222222222223,-98.39786381842457,-95.23809523809523,49.41217920189883,Failed,0,0.03564356435643564,12,0
Nova SaaS Point 366,UK,SaaS,0,457.0,1.7,13.8,-99.62800875273523,711.764705882353,-96.98030634573304,200.18599562363238,Successful,2,1.040990099009901,10,1
Elite AgriTech Technologies 367,India,AgriTech,0,43.0,1.2,9.0,-97.20930232558139,650.0,-79.06976744186046,201.3953488372093,Successful,2,1.0267326732673268,14,1
Prime AgriTech Wave 368,Germany,AgriTech,0,481.0,280.0,14.8,-41.78794178794179,-94.71428571428571,-96.92307692307692,-68.25111375111375,Successful,2,1.043960396039604,13,1
Smart FinTech Point 369,Germany,FinTech,0,214.0,1.7,4.7,-99.20560747663552,176.47058823529412,-97.80373831775702,38.6324903793293,Successful,2,1.013960396039604,3,1
Nova EdTech Systems 370,UAE,EdTech,0,314.0,351.0,12.6,11.78343949044586,-96.4102564102564,-95.9872611464968,-42.31340845990527,Successful,2,1.0374257425742575,14,1
Elite BioTech Technologies 371,India,BioTech,0,451.0,392.0,14.0,-13.082039911308204,-96.42857142857143,-96.89578713968959,-54.755305669939816,Successful,2,1.0415841584158416,11,1
Elite Logistics Solutions 372,Australia,Logistics,0,183.0,235.0,10.3,28.415300546448087,-95.61702127659574,-94.37158469945355,-33.60086036507383,Successful,2,1.0305940594059406,6,1
Zenith AgriTech Labs 373,South Korea,AgriTech,0,377.0,1.5,3.6,-99.60212201591511,140.0,-99.04509283819628,20.198938992042443,Successful,2,1.0106930693069307,13,0
Quantum HealthTech Network 374,South Korea,HealthTech,0,394.0,199.0,12.9,-49.49238578680203,-93.51758793969849,-96.7258883248731,-71.50498686325025,Successful,2,1.0383168316831684,4,1
Zenith CleanTech Wave 375,Australia,CleanTech,0,342.0,724.0,3.0,111.69590643274854,-99.58563535911603,-99.12280701754386,6.055135536816259,Successful,2,1.008910891089109,14,0
Zenith AgriTech Solutions 376,Japan,AgriTech,0,68.0,723.0,6.5,963.2352941176471,-99.10096818810513,-90.44117647058823,200.44951590594744,Successful,2,1.0193069306930693,14,1
Global AgriTech Hub 377,UAE,AgriTech,0,131.0,1.3,1.7,-99.00763358778624,30.76923076923076,-98.70229007633588,-34.11920140927774,Acquired,1,0.505049504950495,3,0
Core Logistics Wave 378,India,Logistics,0,80.0,1.4,2.8,-98.25,100.0,-96.50000000000001,0.875,Successful,2,1.0083168316831683,7,0
Zenith HealthTech Solutions 379,Brazil,HealthTech,0,382.0,2.0,7.6,-99.47643979057592,280.0,-98.01047120418848,90.26178010471205,Successful,2,1.0225742574257426,12,1
Nova HealthTech Wave 380,Brazil,HealthTech,0,319.0,1.0,8.2,-99.68652037617555,719.9999999999999,-97.4294670846395,200.15673981191222,Successful,2,1.0243564356435644,2,1
Prime BioTech Labs 381,Israel,BioTech,0,404.0,1.3,2.8,-99.67821782178218,115.38461538461537,-99.3069306930693,7.853198781416594,Failed,0,0.008316831683168316,11,0
Prime AgriTech Network 382,Brazil,AgriTech,0,383.0,377.0,4.0,-1.5665796344647518,-98.93899204244032,-98.9556135770235,-50.25278583845254,Acquired,1,0.5118811881188119,12,0
Prime PropTech Hub 383,Australia,PropTech,0,307.0,1.3,10.3,-99.57654723127035,692.3076923076923,-96.64495114006513,200.21172638436482,Acquired,1,0.5305940594059406,9,0
Core EdTech Flow 384,France,EdTech,0,468.0,1.6,2.7,-99.65811965811965,68.75,-99.42307692307692,-15.454059829059823,Acquired,1,0.508019801980198,7,0
Elite CleanTech Wave 385,India,CleanTech,0,286.0,1.4,10.1,-99.51048951048952,621.4285714285714,-96.46853146853147,200.24475524475525,Failed,0,0.029999999999999995,5,0
Zenith HealthTech Network 386,Israel,HealthTech,0,317.0,616.0,12.9,94.3217665615142,-97.90584415584416,-95.93059936908517,-1.7920387971649845,Successful,2,1.0383168316831684,6,1
NextGen AI/ML Wave 387,Japan,AI/ML,1,173.0,541.0,7.2,212.71676300578034,-98.66913123844732,-95.83815028901735,57.02381588366651,Successful,2,1.0213861386138614,4,1
Nova CleanTech Hub 388,Japan,CleanTech,0,238.0,1.4,10.6,-99.41176470588235,657.1428571428571,-95.54621848739497,200.29411764705884,Successful,2,1.0314851485148515,8,1
Nova PropTech Hub 389,UAE,PropTech,0,260.0,1.5,5.4,-99.42307692307692,260.0,-97.92307692307692,80.28846153846155,Acquired,1,0.516039603960396,10,0
Apex AgriTech Flow 390,UAE,AgriTech,0,349.0,551.0,5.7,57.879656160458445,-98.9655172413793,-98.36676217765043,-20.54293054046043,Successful,2,1.016930693069307,9,1
Quantum SaaS Network 391,Japan,SaaS,0,98.0,905.0,13.6,823.469387755102,-98.49723756906077,-86.12244897959185,200.75138121546962,Successful,2,1.0403960396039604,10,1
Smart EdTech Labs 392,UAE,EdTech,0,358.0,943.0,10.3,163.40782122905028,-98.90774125132556,-97.12290502793296,32.25003998886236,Acquired,1,0.5305940594059406,7,0
Smart Cybersecurity Technologies 393,UAE,Cybersecurity,0,142.0,1.4,10.6,-99.01408450704226,657.1428571428571,-92.53521126760563,200.49295774647888,Successful,2,1.0314851485148515,6,1
Quantum HealthTech Solutions 394,Australia,HealthTech,0,212.0,1.7,13.2,-99.19811320754718,676.4705882352941,-93.77358490566039,200.4009433962264,Successful,2,1.0392079207920792,11,1
Elite FinTech Point 395,USA,FinTech,0,206.0,1.9,12.0,-99.07766990291262,531.578947368421,-94.1747572815534,200.4611650485437,Successful,2,1.0356435643564357,14,1
Zenith HealthTech Systems 396,France,HealthTech,0,414.0,1.2,8.9,-99.71014492753623,641.6666666666667,-97.85024154589372,200.14492753623188,Successful,2,1.0264356435643565,3,1
NextGen EdTech Point 397,South Korea,EdTech,0,123.0,1.7,10.8,-98.6178861788618,535.294117647059,-91.21951219512195,200.6910569105691,Acquired,1,0.5320792079207921,12,0
Global PropTech Systems 398,Singapore,PropTech,0,179.0,1.6,6.6,-99.10614525139665,312.5,-96.31284916201118,106.69692737430168,Successful,2,1.0196039603960396,3,1
NextGen PropTech Systems 399,Japan,PropTech,0,129.0,258.0,13.1,100.0,-94.92248062015504,-89.84496124031008,2.538759689922479,Failed,0,0.03891089108910891,11,0
Zenith HealthTech Labs 400,UK,HealthTech,0,407.0,1.8,12.5,-99.55773955773955,594.4444444444443,-96.92874692874693,200.22113022113024,Acquired,1,0.5371287128712872,5,0
Apex SaaS Labs 401,Australia,SaaS,0,285.0,1.4,11.8,-99.50877192982458,742.857142857143,-95.85964912280701,200.24561403508773,Successful,2,1.035049504950495,8,1
NextGen AgriTech Systems 402,Canada,AgriTech,0,328.0,1.2,3.1,-99.63414634146342,158.33333333333334,-99.05487804878048,29.34959349593496,Acquired,1,0.5092079207920792,14,0
Smart SaaS Flow 403,France,SaaS,0,279.0,254.0,11.5,-8.960573476702509,-95.47244094488188,-95.87813620071685,-52.216507210792194,Successful,2,1.0341584158415842,14,1
Smart E-commerce Nexus 404,Singapore,E-commerce,0,360.0,267.0,10.6,-25.833333333333336,-96.02996254681648,-97.05555555555556,-60.93164794007491,Acquired,1,0.5314851485148515,7,0
Nova AgriTech Network 405,Brazil,AgriTech,0,431.0,1.1,9.9,-99.74477958236659,800.0,-97.70301624129931,200.1276102088167,Successful,2,1.0294059405940594,12,1
Zenith FinTech Solutions 406,UK,FinTech,0,166.0,1.0,4.3,-99.3975903614458,330.0,-97.40963855421685,115.3012048192771,Successful,2,1.0127722772277228,9,0
Global SaaS Flow 407,Canada,SaaS,0,18.0,713.0,8.5,3861.1111111111113,-98.8078541374474,-52.77777777777778,200.5960729312763,Failed,0,0.02524752475247525,2,0
Quantum FinTech Technologies 408,Canada,FinTech,0,237.0,1.9,7.6,-99.19831223628692,299.99999999999994,-96.79324894514768,100.4008438818565,Failed,0,0.022574257425742573,11,0
Nova EdTech Network 409,UAE,EdTech,0,449.0,782.0,14.4,74.16481069042317,-98.15856777493607,-96.79287305122494,-11.996878542256454,Successful,2,1.0427722772277228,8,1
Zenith Logistics Network 410,Japan,Logistics,0,174.0,1.8,5.0,-98.9655172413793,177.7777777777778,-97.12643678160919,39.40613026819925,Successful,2,1.0148514851485149,11,1
Quantum Cybersecurity Labs 411,India,Cybersecurity,0,478.0,906.0,11.7,89.5397489539749,-98.70860927152317,-97.55230125523012,-4.58443015877414,Successful,2,1.0347524752475248,6,1
Smart SaaS Wave 412,Germany,SaaS,0,35.0,2.0,14.9,-94.28571428571428,645.0,-57.42857142857143,202.85714285714286,Successful,2,1.0442574257425743,11,1
Smart FinTech Network 413,Japan,FinTech,0,359.0,640.0,7.9,78.27298050139275,-98.765625,-97.79944289693594,-10.246322249303624,Successful,2,1.0234653465346535,9,1
Elite Cybersecurity Technologies 414,Singapore,Cybersecurity,0,439.0,941.0,2.7,114.3507972665148,-99.71307120085015,-99.38496583143508,7.318863032832326,Successful,2,1.008019801980198,13,0
Quantum SaaS Flow 415,USA,SaaS,0,262.0,1.6,12.8,-99.38931297709924,700.0,-95.1145038167939,200.3053435114504,Acquired,1,0.538019801980198,9,0
Elite AI/ML Point 416,Germany,AI/ML,1,200.0,300.0,12.0,50.0,-96.0,-94.0,-23.0,Successful,2,1.0356435643564357,8,1
Zenith HealthTech Flow 417,India,HealthTech,0,272.0,306.0,8.0,12.5,-97.38562091503267,-97.05882352941177,-42.44281045751634,Successful,2,1.0237623762376238,8,1
Apex BioTech Wave 418,Australia,BioTech,0,95.0,958.0,11.1,908.421052631579,-98.84133611691023,-88.31578947368422,200.5793319415449,Successful,2,1.032970297029703,9,1
Core Cybersecurity Flow 419,Brazil,Cybersecurity,0,396.0,378.0,8.9,-4.545454545454546,-97.64550264550265,-97.75252525252526,-51.095478595478596,Successful,2,1.0264356435643565,14,1
Nova CleanTech Solutions 420,South Korea,CleanTech,0,134.0,1.6,13.5,-98.80597014925372,743.75,-89.92537313432835,200.59701492537314,Successful,2,1.0400990099009901,4,1
Core Cybersecurity Network 421,Australia,Cybersecurity,0,11.0,1.7,12.1,-84.54545454545456,611.764705882353,9.999999999999996,207.72727272727272,Successful,2,1.045940594059406,9,1
Apex CleanTech Flow 422,South Korea,CleanTech,0,251.0,348.0,5.8,38.645418326693225,-98.33333333333333,-97.68924302788844,-29.843957503320052,Successful,2,1.0172277227722772,9,1
Nova BioTech Labs 423,UK,BioTech,0,366.0,1.3,7.9,-99.6448087431694,507.69230769230774,-97.8415300546448,200.1775956284153,Acquired,1,0.5234653465346535,10,0
Global HealthTech Solutions 424,Australia,HealthTech,0,71.0,1.7,11.7,-97.6056338028169,588.2352941176471,-83.52112676056338,201.19718309859155,Failed,0,0.03475247524752475,11,0
Elite E-commerce Technologies 425,UK,E-commerce,0,134.0,1.9,2.5,-98.5820895522388,31.578947368421055,-98.13432835820896,-33.50157109190887,Successful,2,1.0074257425742574,12,0
Prime BioTech Nexus 426,UAE,BioTech,0,303.0,191.0,3.6,-36.96369636963696,-98.1151832460733,-98.8118811881188,-67.53943980785513,Successful,2,1.0106930693069307,8,0
Global Cybersecurity Wave 427,UAE,Cybersecurity,0,369.0,1.6,4.0,-99.56639566395663,149.99999999999997,-98.91598915989161,25.216802168021673,Acquired,1,0.5118811881188119,13,0
Zenith Logistics Wave 428,USA,Logistics,0,409.0,207.0,15.0,-49.38875305623472,-92.7536231884058,-96.33251833740832,-71.07118812232025,Successful,2,1.0445544554455446,14,1
Core AI/ML Flow 429,Germany,AI/ML,1,107.0,1.5,4.8,-98.5981308411215,219.99999999999997,-95.51401869158879,60.700934579439235,Successful,2,1.0142574257425743,4,1
Nova Cybersecurity Labs 430,South Korea,Cybersecurity,0,17.0,896.0,14.0,5170.588235294117,-98.4375,-17.647058823529413,200.78125,Failed,0,0.041584158415841586,14,0
Apex SaaS Labs 431,France,SaaS,0,414.0,330.0,7.1,-20.28985507246377,-97.84848484848484,-98.28502415458937,-59.069169960474305,Acquired,1,0.5210891089108911,9,0
Elite Cybersecurity Systems 432,Japan,Cybersecurity,0,471.0,997.0,5.1,111.67728237791931,-99.48846539618856,-98.9171974522293,6.094408490865376,Acquired,1,0.5151485148514852,14,0
NextGen Cybersecurity Technologies 433,France,Cybersecurity,0,229.0,698.0,4.2,204.80349344978163,-99.39828080229226,-98.16593886462883,52.70260632374468,Successful,2,1.0124752475247525,6,0
Elite Cybersecurity Systems 434,South Korea,Cybersecurity,0,31.0,541.0,1.7,1645.1612903225807,-99.68576709796672,-94.51612903225806,200.15711645101663,Successful,2,1.005049504950495,8,0
Core CleanTech Network 435,Israel,CleanTech,0,53.0,693.0,13.0,1207.5471698113208,-98.12409812409813,-75.47169811320755,200.93795093795094,Acquired,1,0.5386138613861386,10,0
Nova AgriTech Network 436,UK,AgriTech,0,34.0,816.0,8.8,2300.0,-98.92156862745098,-74.11764705882354,200.5392156862745,Successful,2,1.0261386138613862,9,1
Global Logistics Network 437,Japan,Logistics,0,301.0,1.2,2.3,-99.60132890365449,91.66666666666666,-99.2358803986711,-3.9673311184939166,Successful,2,1.0068316831683168,8,0
Global AI/ML Point 438,Canada,AI/ML,1,125.0,1.5,3.4,-98.8,126.66666666666666,-97.28,13.93333333333333,Successful,2,1.01009900990099,14,0
NextGen Logistics Nexus 439,Canada,Logistics,0,173.0,411.0,1.7,137.5722543352601,-99.58637469586375,-99.01734104046244,18.99293981969818,Successful,2,1.005049504950495,9,0
NextGen Cybersecurity Technologies 440,Singapore,Cybersecurity,0,362.0,2.0,11.6,-99.4475138121547,480.0,-96.79558011049723,190.27624309392266,Acquired,1,0.5344554455445545,2,0
NextGen AgriTech Hub 441,Australia,AgriTech,0,212.0,1.2,10.5,-99.43396226415095,775.0000000000001,-95.04716981132076,200.2830188679245,Acquired,1,0.5311881188118812,3,0
Apex EdTech Labs 442,Japan,EdTech,0,271.0,932.0,8.7,243.91143911439116,-99.06652360515021,-96.78966789667896,72.42245775462047,Acquired,1,0.5258415841584159,13,0
Core E-commerce Technologies 443,India,E-commerce,0,24.0,757.0,4.4,3054.166666666667,-99.41875825627477,-81.66666666666667,200.29062087186261,Successful,2,1.013069306930693,3,0
NextGen AgriTech Point 444,India,AgriTech,0,431.0,507.0,10.6,17.633410672853827,-97.90927021696251,-97.54060324825986,-40.13792977205434,Failed,0,0.031485148514851485,11,0
Smart Cybersecurity Flow 445,UK,Cybersecurity,0,272.0,1.5,1.2,-99.44852941176471,-20.000000000000004,-99.55882352941177,-59.724264705882355,Successful,2,1.0035643564356436,11,0
Elite CleanTech Solutions 446,Japan,CleanTech,0,23.0,1.6,8.7,-93.04347826086956,443.7499999999999,-62.173913043478265,175.35326086956516,Successful,2,1.0258415841584159,13,1
Core AgriTech Nexus 447,UAE,AgriTech,0,45.0,218.0,1.6,384.44444444444446,-99.26605504587155,-96.44444444444444,142.58919469928645,Successful,2,1.0047524752475248,12,0
Core AgriTech Technologies 448,Japan,AgriTech,0,196.0,960.0,8.9,389.7959183673469,-99.07291666666667,-95.45918367346938,145.36150085034012,Successful,2,1.0264356435643565,14,1
Zenith PropTech Network 449,Canada,PropTech,0,427.0,1.5,10.4,-99.64871194379391,593.3333333333334,-97.56440281030446,200.17564402810305,Successful,2,1.030891089108911,2,1
Prime BioTech Technologies 450,India,BioTech,0,218.0,1.3,12.3,-99.40366972477064,846.1538461538462,-94.35779816513761,200.2981651376147,Successful,2,1.0365346534653466,13,1
Core BioTech Hub 451,UAE,BioTech,0,400.0,1.7,2.2,-99.575,29.411764705882366,-99.45,-35.08161764705882,Successful,2,1.0065346534653465,12,0
Smart AgriTech Nexus 452,USA,AgriTech,0,47.0,886.0,2.2,1785.1063829787233,-99.75169300225734,-95.31914893617021,200.12415349887132,Failed,0,0.006534653465346535,8,0
Elite FinTech Nexus 453,Germany,FinTech,0,486.0,1.8,3.3,-99.62962962962962,83.33333333333331,-99.32098765432099,-8.148148148148152,Successful,2,1.0098019801980198,11,0
Prime Cybersecurity Nexus 454,USA,Cybersecurity,0,404.0,954.0,3.9,136.13861386138615,-99.59119496855347,-99.03465346534655,18.27370944641634,Successful,2,1.0115841584158416,7,0
Zenith E-commerce Labs 455,Japan,E-commerce,0,262.0,286.0,6.1,9.16030534351145,-97.86713286713285,-97.67175572519085,-44.3534137618107,Successful,2,1.0181188118811881,9,1
Elite SaaS Technologies 456,Germany,SaaS,0,429.0,683.0,12.9,59.20745920745921,-98.11127379209371,-96.993006993007,-19.45190729231725,Successful,2,1.0383168316831684,10,1
NextGen PropTech Network 457,India,PropTech,0,288.0,1.8,2.2,-99.37499999999999,22.22222222222223,-99.23611111111111,-38.57638888888888,Failed,0,0.006534653465346535,7,0
Prime PropTech Flow 458,Japan,PropTech,0,496.0,961.0,5.1,93.75,-99.46930280957335,-98.97177419354838,-2.859651404786675,Successful,2,1.0151485148514852,14,1
Elite Cybersecurity Wave 459,Brazil,Cybersecurity,0,424.0,1.7,12.6,-99.59905660377359,641.1764705882354,-97.02830188679245,200.2004716981132,Successful,2,1.0374257425742575,13,1
Zenith PropTech Solutions 460,Singapore,PropTech,0,145.0,133.0,5.0,-8.275862068965518,-96.2406015037594,-96.55172413793103,-52.25823178636246,Successful,2,1.0148514851485149,5,1
Zenith HealthTech Hub 461,Australia,HealthTech,0,318.0,1.1,2.3,-99.65408805031446,109.09090909090907,-99.27672955974842,4.718410520297304,Successful,2,1.0068316831683168,3,0
Quantum CleanTech Network 462,India,CleanTech,0,374.0,418.0,7.9,11.76470588235294,-98.11004784688996,-97.88770053475938,-43.17267098226851,Acquired,1,0.5234653465346535,11,0
Quantum PropTech Flow 463,Canada,PropTech,0,477.0,1.7,7.1,-99.64360587002096,317.6470588235294,-98.51153039832285,109.00172647675421,Acquired,1,0.5210891089108911,2,0
Nova Logistics Wave 464,Brazil,Logistics,0,141.0,1.9,3.7,-98.65248226950354,94.73684210526318,-97.3758865248227,-1.957820082120179,Successful,2,1.010990099009901,2,0
Prime Cybersecurity Labs 465,Australia,Cybersecurity,0,353.0,522.0,5.0,47.875354107648725,-99.04214559386973,-98.58356940509914,-25.583395743110504,Successful,2,1.0148514851485149,13,1
NextGen Cybersecurity Nexus 466,USA,Cybersecurity,0,58.0,715.0,13.7,1132.7586206896551,-98.08391608391608,-76.37931034482757,200.95804195804197,Acquired,1,0.5406930693069307,5,0
